smiles,dose,freq,treatment_time,target_binding,immune_activation,immune_cell_activation,inflammation_risk,toxicity_risk,efficacy
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,256.093,2.1128,2682.8,0.945,0.5986,0.4785,0.1292,0.086,0.8455
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,54.592,0.3409,1604.5,0.8299,0.4697,0.4978,0.1832,0.3125,0.5955
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,317.422,2.0951,4394.7,0.8983,0.4932,0.3434,0.1163,0.186,0.9346
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,5215.31,2.1561,2962.4,0.5467,0.4664,0.427,0.364,0.3167,0.7581
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.922,1.0238,4656.9,0.9956,0.2642,0.1408,0.1002,0.0745,0.6955
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.156,1.0817,4697.7,1.0,0.1865,0.1638,0.1167,0.0673,0.7359
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,8.791,1.0032,2743.9,0.9443,0.3605,0.2737,0.3635,0.1498,0.6373
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.893,0.9031,4474.7,0.9525,0.4144,0.2731,0.0865,0.1973,0.6624
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,105.654,0.9251,1652.7,0.6048,0.5413,0.569,0.0693,0.2287,0.6113
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,572.766,0.9251,2576.6,0.9025,0.5992,0.4173,0.5139,0.4348,0.8347
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,136.74,2.0707,4038.9,0.909,0.4006,0.3157,0.0206,0.0917,0.956
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,628.793,0.3461,1509.2,0.0427,0.3841,0.2967,0.1444,0.2396,0.4003
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,21.108,1.0217,4915.0,1.0,0.2785,0.2256,0.0609,0.0594,0.7703
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.927,1.0502,3758.8,0.9436,0.4034,0.3855,0.2025,0.4166,0.7146
O=C1OC2NC(=O)NC2C1O.[Pt],480.876,0.3156,1638.4,0.3029,0.5016,0.5075,0.1392,0.166,0.555
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,2.674,0.6934,1602.1,0.974,0.4935,0.3173,0.1536,0.2935,0.5856
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,405.669,0.0346,4873.3,0.9637,0.1943,0.1621,0.0873,0.0466,0.7877
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.84,1.0566,4893.4,1.0,0.2144,0.1872,0.0973,0.0611,0.726
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,29.657,0.3404,1478.9,0.8578,0.4009,0.2794,0.0947,0.1618,0.5927
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,161.834,0.3596,2124.9,0.8908,0.7898,0.668,0.249,0.163,0.785
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,194.648,0.2998,1456.7,0.8098,0.5724,0.3998,0.2168,0.4332,0.7356
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,31.628,1.0153,1434.0,0.8556,0.3982,0.492,0.0316,0.2176,0.623
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,53.689,0.3043,1374.4,0.9575,0.2928,0.1925,0.0718,0.1161,0.6157
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,930.333,0.0311,4021.8,0.982,0.2914,0.2307,0.0754,0.1098,0.8741
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,238.338,0.9851,8963.5,0.8257,0.4322,0.3126,0.462,0.2455,0.8226
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,329.853,1.8868,4013.7,0.9239,0.5412,0.5567,0.0625,0.2009,0.9078
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,329.038,2.0886,4798.8,0.9099,0.4014,0.3641,0.0659,0.2053,0.8965
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2584.022,1.9627,2595.3,0.5049,0.3385,0.3693,0.2185,0.1629,0.698
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,19.858,1.0565,3779.2,0.6234,0.2247,0.2402,0.058,0.0,0.6201
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,14.733,1.0729,1347.5,0.892,0.3362,0.3379,0.0424,0.1305,0.5974
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,305.379,2.1754,4732.2,0.9518,0.3256,0.266,0.0854,0.1587,0.8958
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.817,1.0125,3962.8,1.0,0.4412,0.4694,0.1842,0.4512,0.6978
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.755,1.0327,2453.8,1.0,0.3735,0.5086,0.2943,0.1343,0.6516
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,61.461,0.3035,1331.9,0.8654,0.5632,0.452,0.2267,0.2877,0.6493
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,649.814,0.6846,1484.8,0.8929,0.3777,0.3329,0.0659,0.0872,0.8268
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,319.777,1.0931,3013.2,0.9436,0.4178,0.4552,0.3614,0.2174,0.8298
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,101.23,0.3528,1317.2,0.9618,0.3416,0.3946,0.1732,0.2241,0.6661
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,24.103,1.0376,1309.8,0.8697,0.4672,0.5449,0.0752,0.2379,0.5903
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.993,1.0843,4311.6,1.0,0.2054,0.1764,0.1002,0.1303,0.7312
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1228.546,0.9561,2688.6,0.8993,0.4465,0.3429,0.3053,0.0822,0.7969
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1191.596,0.7683,2672.1,0.952,0.532,0.4095,0.1273,0.5583,0.8138
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,146.454,1.9334,2608.2,0.9655,0.3477,0.2304,0.094,0.0073,0.9221
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,215.639,1.0865,9103.3,0.8174,0.3387,0.3052,0.402,0.2348,0.7991
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,2.909,0.6695,1568.8,0.9549,0.3555,0.4199,0.1502,0.2636,0.591
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,52.53,0.345,1497.7,0.8317,0.4669,0.4707,0.2439,0.306,0.5672
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1034.932,0.6834,1333.8,0.8967,0.4315,0.3137,0.0814,0.196,0.8092
N.N.[Pt]=O,89.124,0.3201,1288.2,0.4169,0.6046,0.4676,0.1933,0.2101,0.4156
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,2.114,0.9117,4702.5,0.9783,0.4822,0.4429,0.183,0.4181,0.652
O=C1OC2NC(=O)NC2C1O.[Pt],565.898,0.3507,1572.9,0.3661,0.3517,0.4208,0.1613,0.1616,0.4388
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,1275.359,2.1261,2507.0,0.5329,0.3784,0.3487,0.1855,0.0285,0.6513
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,139.126,0.9637,3174.1,0.9148,0.4325,0.4212,0.1749,0.0957,0.788
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,9.604,1.0837,4684.6,0.5211,0.1677,0.1153,0.0461,0.0177,0.3993
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,34.322,0.9576,1355.6,0.8764,0.4261,0.378,0.0618,0.1969,0.5767
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,54.404,1.0874,4362.0,0.9972,0.2548,0.1301,0.0972,0.0577,0.8265
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,314.388,2.1792,2905.7,0.8697,0.4211,0.3354,0.1038,0.0407,0.905
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.942,0.9241,4833.4,0.9584,0.1862,0.1189,0.1367,0.0729,0.6886
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,506.27,0.7514,3049.0,0.9239,0.4605,0.3909,0.1099,0.3024,0.8416
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,2556.437,0.6082,1342.9,0.8706,0.3887,0.2948,0.1414,0.341,0.7962
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,196.051,0.3089,2318.6,0.9053,0.6867,0.5034,0.211,0.1235,0.799
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.751,1.0587,3946.7,1.0,0.2045,0.1622,0.1123,0.0377,0.6438
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,5042.083,1.8055,3276.9,0.5162,0.4059,0.3112,0.3413,0.3073,0.6699
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,91.35,0.3017,1595.1,0.9487,0.5703,0.4255,0.1397,0.2461,0.7732
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,85.526,0.9561,1404.4,0.5977,0.3973,0.3656,0.1503,0.2088,0.5685
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,509.454,1.0383,9420.9,0.8107,0.3629,0.3377,0.5691,0.4119,0.8231
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,311.523,1.908,2607.8,0.9644,0.4106,0.447,0.1309,0.0697,0.8593
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,677.876,0.3117,1445.2,0.1363,0.4133,0.3607,0.1383,0.2694,0.4092
N.N.[Pt]=O,141.977,0.3112,1702.4,0.4403,0.4431,0.3112,0.2744,0.4929,0.5187
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,315.403,0.8135,3286.4,0.89,0.3691,0.3351,0.0239,0.1656,0.8134
O=C1OC2NC(=O)NC2C1O.[Pt],667.891,0.3041,1395.5,0.3396,0.3001,0.284,0.1041,0.1961,0.4593
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,11.607,0.9108,2999.1,0.9428,0.4497,0.4802,0.2815,0.1637,0.6831
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,300.102,1.8308,3193.4,0.9596,0.4912,0.3715,0.3443,0.3842,0.8936
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,308.275,0.36,1615.0,0.1173,0.4011,0.4548,0.0375,0.1351,0.3792
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,18.371,0.9816,3849.3,0.582,0.2182,0.159,0.0448,0.054,0.4283
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,63.323,1.0731,1241.7,0.877,0.5748,0.4676,0.1225,0.4488,0.6655
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,108.942,0.3299,2240.5,0.9714,0.8271,0.7007,0.1229,0.0538,0.7768
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,124.549,2.0894,3114.1,0.9687,0.3894,0.2433,0.1315,0.1457,0.8542
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,540.793,2.1706,4018.4,0.9883,0.2776,0.1674,0.0972,0.3585,0.9387
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,90.925,0.3279,1555.3,0.9302,0.42,0.3464,0.1901,0.2928,0.7171
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,602.214,0.7454,2820.5,0.8947,0.3499,0.2727,0.0507,0.272,0.9143
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,93.039,0.3149,1579.4,0.9269,0.4054,0.3359,0.135,0.2869,0.7762
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,168.275,2.1827,2949.5,0.9302,0.3456,0.4151,0.2082,0.1927,0.9311
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,26.63,0.9928,1445.7,0.8243,0.5193,0.4184,0.0767,0.1965,0.6478
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,191.304,0.9213,1601.9,0.6202,0.4112,0.3528,0.1327,0.4294,0.6462
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,110.01,0.7437,3182.2,0.88,0.4191,0.4631,0.0232,0.2323,0.7576
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2422.019,2.0852,3109.4,0.5433,0.5399,0.4754,0.2928,0.1472,0.6648
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,646.29,0.9676,2667.9,0.9494,0.4422,0.3219,0.5593,0.4279,0.8608
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,441.885,0.0336,3973.4,0.9521,0.2165,0.271,0.0465,0.0195,0.8489
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,349.147,2.0289,2843.4,0.9497,0.3551,0.2719,0.1942,0.0569,0.8946
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,144.258,0.3071,1435.5,0.9438,0.3758,0.3427,0.2107,0.2147,0.721
N.N.[Pt]=O,66.373,0.3448,1661.0,0.4576,0.3357,0.3698,0.2006,0.2377,0.4463
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.893,0.9645,4529.3,0.9437,0.4752,0.3743,0.1334,0.4201,0.7775
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2504.573,0.9233,3085.1,0.8846,0.3413,0.2546,0.3982,0.2286,0.9031
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,454.636,0.9058,9155.7,0.7982,0.4975,0.5028,0.6232,0.4061,0.7624
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,993.042,0.0312,4725.0,0.8859,0.2753,0.351,0.1073,0.0814,0.9251
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,24.483,0.9559,4780.7,1.0,0.3204,0.3366,0.0781,0.0612,0.7138
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,11.577,1.0518,2724.2,0.9902,0.5351,0.4271,0.3165,0.1477,0.649
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,0.666,0.6848,1413.0,0.9629,0.4182,0.4591,0.0694,0.0909,0.5488
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1248.714,0.914,2818.2,0.9044,0.3249,0.2948,0.3468,0.1149,0.8019
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,142.167,1.0038,2892.6,0.8945,0.6054,0.518,0.2194,0.1084,0.7882
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,107.227,0.9186,1589.6,0.6346,0.4998,0.3411,0.1199,0.2569,0.5729
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,28.802,1.0902,1353.9,0.862,0.4412,0.3462,0.0262,0.2314,0.6301
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,1.24,1.0045,3949.8,0.993,0.1161,0.0499,0.0681,0.05,0.7072
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,5018.633,2.1188,3172.3,0.5318,0.4906,0.4133,0.363,0.2348,0.7264
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,140.212,1.8954,3100.5,0.9529,0.5292,0.4107,0.2099,0.1605,0.9214
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,20.209,1.0425,2459.9,0.964,0.3772,0.2816,0.4829,0.2869,0.6514
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,582.582,0.3192,1353.7,0.1542,0.4195,0.4382,0.1131,0.2823,0.339
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,63.51,1.0552,1503.8,0.879,0.3414,0.1319,0.1205,0.4271,0.6704
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.583,0.6061,1321.1,0.9918,0.4181,0.4305,0.0859,0.1612,0.6043
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,55.869,0.3544,1701.1,0.8648,0.5401,0.3799,0.1975,0.3365,0.5847
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,62.746,0.3515,1489.6,0.8298,0.4338,0.3272,0.1532,0.3205,0.633
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,304.368,1.0253,2852.9,0.9349,0.331,0.3604,0.3632,0.2341,0.8201
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,606.677,0.3412,1640.3,0.1044,0.4227,0.3553,0.1176,0.2706,0.4103
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1125.126,1.0772,2894.8,0.9161,0.317,0.2811,0.2526,0.1215,0.9464
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,318.927,2.1768,3071.6,0.9619,0.7299,0.5474,0.254,0.3793,0.9154
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,0.756,0.6781,1448.7,0.9899,0.4261,0.3944,0.0253,0.1016,0.5268
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,314.421,1.8823,3263.1,0.8996,0.4099,0.3497,0.1538,0.1028,0.9009
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,122.333,1.8327,2494.6,0.943,0.4693,0.3633,0.154,0.1571,0.8633
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,80.457,1.0965,1712.8,0.5794,0.5245,0.4043,0.1049,0.1892,0.5469
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.992,1.0564,4641.4,1.0,0.1757,0.2156,0.1099,0.0815,0.6386
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,140.641,0.6855,2942.4,0.8956,0.5185,0.3587,0.0385,0.235,0.7815
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,24.943,0.9395,4787.7,1.0,0.1763,0.1942,0.124,0.0816,0.7474
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,352.959,0.9378,2785.3,0.958,0.4604,0.4693,0.3939,0.2238,0.8325
N.N.[Pt]=O,72.731,0.3037,1338.9,0.4222,0.4548,0.4498,0.2373,0.237,0.5119
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,48.824,0.3471,1626.7,0.7937,0.4895,0.4181,0.0605,0.0788,0.6845
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,28.258,0.3268,1545.2,0.7924,0.4634,0.2933,0.0871,0.1508,0.563
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,61.3,0.7359,2943.3,0.8986,0.4882,0.5011,0.0772,0.1265,0.7827
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,32.719,1.0872,1384.7,0.9042,0.3812,0.3219,0.0688,0.2188,0.626
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,135.809,1.0728,2740.0,0.9536,0.4493,0.4079,0.1918,0.1456,0.8304
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,618.978,1.0736,3279.5,0.964,0.4681,0.4793,0.1666,0.0871,0.8087
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.495,1.025,4619.5,0.9562,0.3724,0.3013,0.0511,0.1088,0.6829
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,290.783,0.7513,3289.8,0.9025,0.5166,0.4907,0.0814,0.1078,0.9175
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2268.293,1.0795,3156.5,0.9227,0.6409,0.5477,0.4038,0.2528,0.9521
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,28.202,1.0438,1195.3,0.8673,0.5381,0.4178,0.0689,0.1895,0.5566
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.242,0.9959,4159.8,0.6034,0.2071,0.1878,0.0438,0.0636,0.5438
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1043.039,1.0298,3057.3,0.9164,0.5543,0.4241,0.3233,0.0845,0.8139
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,326.013,1.9224,3219.4,0.941,0.4919,0.4262,0.1495,0.0989,0.9027
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,25.854,1.0459,1401.6,0.8262,0.3256,0.2921,0.0568,0.2268,0.6593
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2801.825,2.1749,3274.9,0.4869,0.4144,0.4297,0.2837,0.1733,0.7271
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,210.086,0.3431,1459.6,0.7735,0.5559,0.5035,0.2421,0.4355,0.6652
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,614.442,0.7864,2855.5,0.8944,0.4888,0.4506,0.0559,0.2787,0.9433
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,54.522,1.0743,1326.5,0.9159,0.335,0.259,0.1345,0.4028,0.6513
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,101.968,0.3604,2326.2,0.9153,0.6268,0.544,0.1064,0.1078,0.6813
O=C1OC2NC(=O)NC2C1O.[Pt],1242.754,0.3207,1525.1,0.3103,0.4515,0.458,0.1668,0.3771,0.4749
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.943,0.9292,4898.2,0.9425,0.5624,0.5081,0.1758,0.4287,0.7029
